title,year,rating,votes,popularity,genres,language,description,adult,movie_id
Cleopatra,1963,7.0,818,3.9157,"Drama, History, Romance",en,"Determined to hold on to the throne, Cleopatra seduces the Roman emperor Julius Caesar. When Caesar is murdered, she redirects her attentions to his general, Marc Antony, who vows to take power—but Caesar’s successor has other plans.",False,8095
Pirates of Silicon Valley,1999,7.0,572,3.5549,"Drama, TV Movie",en,"The story about the men who made the world of technology what it is today, their struggles during college, the founding of their companies, and the ingenious actions they took to build up the global corporate empires of Apple Computer Inc. and Microsoft Corporation.",False,3293
Companion,2025,7.043,1890,21.4175,"Horror, Science Fiction, Thriller",en,"During a weekend getaway at a secluded lakeside estate, a group of friends finds themselves entangled in a web of secrets, deception, and advanced technology. As tensions rise and loyalties are tested, they uncover unsettling truths about themselves and the world around them.",False,1084199
The School for Good and Evil,2022,7.044,1330,7.4327,"Fantasy, Comedy, Adventure, Drama",en,Best friends Sophie and Agatha navigate an enchanted school for young heroes and villains — and find themselves on opposing sides of the battle between good and evil.,False,779782
Apollo 10½: A Space Age Childhood,2022,7.044,305,1.5963,"Animation, Comedy, Drama",en,"A man narrates stories of his life as a 10-year-old boy in 1969 Houston, weaving tales of nostalgia with a fantastical account of a journey to the moon.",False,664996
El Camino: A Breaking Bad Movie,2019,7.0,5399,7.6879,"Crime, Drama, Thriller",en,"In the wake of his dramatic escape from captivity, Jesse Pinkman must come to terms with his past in order to forge some kind of future.",False,559969
Barbie in A Mermaid Tale 2,2012,7.0,467,3.7263,"Animation, Family",en,"Merliah Summers, a mermaid from Oceana, travels to Australia for a surfing competition. But when she learns that the evil Eris is planning to take over her kingdom, she must stop her at any cost.",False,91342
A Princess for Christmas,2011,7.0,407,5.0561,"Comedy, Family, TV Movie, Romance, Drama",en,"After her sister and brother-in-law's tragic deaths, an American woman who is the guardian for her young niece and nephew is invited to a royal European castle for Christmas by her late brother-in-law's father, the Duke of Castlebury. Feeling out of place as a commoner, she is determined to give her family a merry Christmas and surprises herself when she falls for a handsome prince.",False,79113
Monsters University,2013,7.0,11044,6.1023,"Animation, Family",en,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,False,62211
Cinderella,1950,7.044,6971,8.2665,"Family, Fantasy, Animation, Romance",en,"Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",False,11224
Warriors of Future,2022,7.041,456,4.7031,"Drama, Action, Science Fiction",zh,"When a meteor carrying a destructive plant strikes the world, a suicide squad is given hours to save their post-apocalyptic city from total collapse.",False,518896
Handsome Devil,2017,7.0,685,3.6825,"Drama, Comedy",en,A music-mad 16-year-old outcast at a rugby-mad boarding school forms an unlikely friendship with his dashing new roommate.,False,412202
High Strung,2016,7.0,926,1.4155,"Music, Romance, Drama",en,"When a hip hop violinist busking in the New York subway encounters a classical dancer on scholarship at the Manhattan Conservatory of the Arts, sparks fly. With the help of a hip hop dance crew they must find a common ground while preparing for a competition that could change their lives forever.",False,382399
The Andromeda Strain,1971,7.043,744,1.1678,"Science Fiction, Thriller",en,"When virtually all of the residents of Piedmont, New Mexico, are found dead after the return to Earth of a space satellite, the head of the US Air Force's Project Scoop declares an emergency. A group of eminent scientists led by Dr. Jeremy Stone scramble to a secure laboratory and try to first isolate the life form while determining why two people from Piedmont - an old alcoholic and a six-month-old baby - survived. The scientists methodically study the alien life form unaware that it has already mutated and presents a far greater danger in the lab, which is equipped with a nuclear self-destruct device designed to prevent the escape of dangerous biological agents.",False,10514
Live Flesh,1997,7.043,707,5.564,"Drama, Romance, Thriller",es,"When Victor attempts to seduce Elena, all he gets for his trouble is a one-way, six-year ticket to prison, where he concentrates on strengthening his mind, his body... and his desire for vengeance on the man who put him there. After his release and still madly in love with her, Victor will stop at nothing to win her over even if means revenge, for Elena has married David, the cop who sent him to prison!",False,267
First Man,2018,7.042,5485,2.5838,"History, Drama",en,"A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.",False,369972
Radiofreccia,1998,7.0,346,2.8454,"Drama, Music",it,"April 24, 1993: it's the last broadcast of Radiofreccia, an independent radio station closing after 18 years, barely one minute before coming of age. Bruno, one of its founders, begins to tell its story, the story of a group of friends—especially troubled Freccia's—and a period of their youth in their small hometown.",False,56020
Keith,2008,7.042,469,5.7735,"Drama, Romance",en,"Natalie is high school royalty, but her queen bee status falls apart when she falls for the new guy at school. Although Keith ignores her at first, they soon become friends -- even though Natalie suspects that Keith has something to hide. As the free-spirited Keith shows Natalie how to embrace what life offers, they grow closer -- until a secret tests the bounds of their relationship",False,14859
Caché,2005,7.042,1198,3.5476,"Mystery, Drama, Thriller",fr,"George, host of a television show focusing on literature, receives videos shot on the sly that feature his family, along with disturbing drawings that are difficult to interpret. He has no idea who has made and sent him the videos. Progressively, the contents of the videos become more personal, indicating that the sender has known George for a long time.",False,445
Finding Dory,2016,7.041,12440,4.8703,"Adventure, Animation, Comedy, Family",en,Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?,False,127380
You Don't Know Jack,2010,7.0,416,2.4715,"Drama, TV Movie, History",en,Controversy and legal problems follow Dr. Jack Kevorkian as he advocates assisted suicide.,False,36950
The Great Mouse Detective,1986,7.0,1746,2.7411,"Animation, Family, Adventure, Mystery",en,"When the diabolical Professor Ratigan kidnaps London's master toymaker, the brilliant master of disguise Basil of Baker Street and his trusted sidekick Dawson try to elude the ultimate trap and foil the perfect crime.",False,9994
The King's Daughter,2022,7.04,703,4.1481,"Fantasy, Adventure, Family",en,"King Louis XIV's quest for immortality leads him to capture and steal a mermaid's life force, a move that is further complicated by his illegitimate daughter's discovery of the creature.",False,245842
The Batman vs. Dracula,2005,7.0,392,3.8003,"Animation, Action, Fantasy, Mystery",en,"Gotham City is terrorized not only by recent escapees Joker and Penguin, but by the original creature of the night, Dracula! Can Batman stop the ruthless vampire before he turns everyone in the city, including The Caped Crusader, Joker and Penguin, into his mindless minions?",False,20077
Love in the Afternoon,1957,7.0,326,2.8584,"Comedy, Romance",en,Lovestruck conservatory student Ariane pretends to be just as much a cosmopolitan lover as the worldly mature Frank Flannagan hoping that l’amour will take hold.,False,18299
Next Avengers: Heroes of Tomorrow,2008,7.04,300,3.0591,"Animation, Family, Action, Adventure, Science Fiction",en,The children of the Avengers hone their powers and go head to head with the very enemy responsible for their parents' demise.,False,14613
The Birdcage,1996,7.039,1262,3.1591,Comedy,en,A gay cabaret owner and his drag queen partner agree to put up a false heterosexual front so that their son can introduce them to his fiancée's conservative parents.,False,11000
Hocus Pocus,1993,7.04,3199,6.3799,"Fantasy, Comedy, Family",en,"After 300 years of slumber, three sister witches are accidentally resurrected in Salem on Halloween night, and it is up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.",False,10439
Charlie and the Chocolate Factory,2005,7.04,15772,10.5671,"Adventure, Comedy, Family, Fantasy",en,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",False,118
Raw,2016,7.0,3335,2.5218,"Horror, Drama",fr,"In Justine's family everyone is a vet and a vegetarian. At 16, she's a gifted teen ready to take on her first year in vet school, where her older sister also studies. There, she gets no time to settle: hazing starts right away. Justine is forced to eat raw meat for the first time in her life. Unexpected consequences emerge as her true self begins to form.",False,393519
The Dark Valley,2014,7.039,407,2.3754,"Drama, Thriller",de,"The Alps, late 19th century. Greider, a mysterious lone rider who claims to be a photographer, arrives at an isolated lumber village, despotically ruled by a family clan, asking for winter accommodation.",False,248933
Glass Onion: A Knives Out Mystery,2022,7.038,6212,7.0401,"Comedy, Crime, Mystery",en,World-famous detective Benoit Blanc heads to Greece to peel back the layers of a mystery surrounding a tech billionaire and his eclectic crew of friends.,False,661374
Vacation Friends,2021,7.038,846,2.1556,Comedy,en,"When a straight-laced couple that has fun with a rowdy couple on vacation in Mexico return to the States, they discover that the crazy couple they met in Mexico followed them back home and decide to play tricks on them.",False,653349
Marshland,2014,7.0,1000,2.9923,"Crime, Mystery, Thriller",es,"The Spanish Deep South, 1980. A series of brutal murders of adolescent girls in a remote and forgotten town bring together two disparate characters - both detectives in the homicide division - to investigate the cases.",False,236735
Kill Your Darlings,2013,7.038,1384,1.0913,"Drama, Romance, Thriller",en,"A murder in 1944 draws together the great poets of the beat generation: Allen Ginsberg, Jack Kerouac and William Burroughs.",False,157370
Day of the Dead,1985,7.038,1333,1.6349,"Horror, Drama, Mystery",en,"As the world is overrun by zombies, scientists and military personnel in an underground Florida bunker must decide on how they should deal with the undead.",False,8408
The Lake House,2006,7.038,2885,4.4979,"Drama, Mystery, Romance",en,"A lonely doctor who once occupied an unusual lakeside home begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.",False,2044
Elephant,2003,7.0,2024,5.6144,"Crime, Drama",en,Several ordinary high school students go through their daily routine as two others prepare for something more malevolent.,False,1807
Wild at Heart,1990,7.038,1819,1.8686,"Crime, Thriller, Romance",en,"Young lovers Sailor and Lula hit the road to start a new life together away from the wrath of Lula’s deranged, disapproving mother, who has hired a team of hitmen to cut the lovers’ surreal honeymoon short.",False,483
My Oxford Year,2025,7.035,484,11.0619,"Romance, Comedy, Drama",en,An ambitious American fulfilling her dream of studying at Oxford falls for a charming Brit hiding a secret that may upend her perfectly planned life.,False,1307078
Ready or Not,2019,7.0,4969,8.3552,"Horror, Comedy",en,A young bride's wedding night turns into her worst nightmare when her ridiculously rich in-laws force her to play a gruesome game of hide-and-seek.,False,567609
Batman: Bad Blood,2016,7.0,958,4.0881,"Science Fiction, Action, Animation, Adventure",en,"Bruce Wayne is missing. Alfred covers for him while Nightwing and Robin patrol Gotham City in his stead and a new player, Batwoman, investigates Batman's disappearance.",False,366924
Taxi,2015,7.0,455,2.0704,"Comedy, Drama",fa,"A yellow cab is driving through the vibrant and colourful streets of Tehran. Very diverse passengers enter the taxi, each candidly expressing their views while being interviewed by the driver who is no one else but the director Jafar Panahi himself. His camera placed on the dashboard of his mobile film studio captures the spirit of Iranian society through this comedic and dramatic drive…",False,320006
Love & Other Drugs,2010,7.037,5425,5.9757,"Drama, Comedy, Romance",en,"Maggie is an alluring free spirit who won't let anyone – or anything – tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serves him well with the ladies and the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",False,43347
But I'm a Cheerleader,2000,7.037,779,3.1322,"Comedy, Romance",en,"Megan is an all-American girl. A cheerleader. She has a boyfriend. But Megan doesn't like kissing her boyfriend very much. And she's pretty touchy with her cheerleader friends. Her conservative parents worry that she must be a lesbian and send her off to ""sexual redirection"" school, where she must, with other lesbians and gays learn how to be straight.",False,20770
In the Loop,2009,7.0,742,1.6865,Comedy,en,"The US President and the UK Prime Minister are planning on launching a war in the Middle East, but—behind the scenes—government officials and advisers are either promoting the war or are trying to prevent it.",False,19833
Star Trek VI: The Undiscovered Country,1991,7.037,1348,1.3258,"Science Fiction, Action, Adventure, Thriller",en,"After years of war, the Federation and the Klingon empire find themselves on the brink of a peace summit when a Klingon ship is nearly destroyed by an apparent attack from the Enterprise. Both worlds brace for what may be their deadliest encounter.",False,174
The Northman,2022,7.036,4790,7.7313,"Action, Adventure, Fantasy",en,"Prince Amleth is on the verge of becoming a man when his father is brutally murdered by his uncle, who kidnaps the boy's mother. Two decades later, Amleth is now a Viking who's on a mission to save his mother, kill his uncle and avenge his father.",False,639933
Radio Days,1987,7.0,620,4.2239,"Comedy, Drama",en,"The Narrator tells us how the radio influenced his childhood in the days before TV. In the New York City of the late 1930s to the New Year's Eve 1944, this coming-of-age tale mixes the narrator's experiences with contemporary anecdotes and urban legends of the radio stars.",False,30890
Say Anything...,1989,7.036,1057,1.5523,"Romance, Comedy, Drama",en,"Lloyd, an eternal optimist, seeks to capture the heart of Diane, an unattainable high school beauty and straight-A student. He surprises just about everyone-including himself-when she returns the sentiment. But Diane's over-possessive, divorced Dad disapproves and it's going to take more than just the power of love to conquer all.",False,2028
Red One,2024,7.035,2745,24.4843,"Action, Comedy, Fantasy",en,"After Santa Claus (codename: Red One) is kidnapped, the North Pole's Head of Security must team up with the world's most infamous tracker in a globe-trotting, action-packed mission to save Christmas.",False,845781
Rose Island,2020,7.0,1371,4.3654,"Comedy, Adventure",it,"In 1968, engineer Giorgio Rosa established the independent state called ""The Isle of Roses"" off the coast of Rimini, built on a platform outside the territorial waters, with Esperanto as the official language. The Italian authorities did not take it well because the micronation was seen as an expedient to not pay taxes on the revenues obtained thanks to the arrival of numerous tourists and curious people.",False,636565
The Beguiled,1971,7.0,473,7.0756,"Thriller, Drama, War",en,"Offbeat Civil War drama in which a wounded Yankee soldier, after finding refuge in an isolated girls' school in the South towards the end of the war, becomes the object of the young women's sexual fantasies. The soldier manipulates the situation for his own gratification, but when he refuses to completely comply with the girls' wishes, they make it very difficult for him to leave.",False,31906
The Courier,2020,7.033,1248,2.3228,"Thriller, History, Drama",en,Cold War spy Greville Wynne and his Russian source try to put an end to the Cuban Missile Crisis.,False,522241
The Lobster,2015,7.034,6630,4.7789,"Comedy, Drama, Romance",en,"In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into animals and sent off into The Woods.",False,254320
Scarecrow,1973,7.0,328,6.7765,Drama,en,"Two drifters bum around, visit earthy women and discuss opening a car wash in Pittsburgh.",False,31587
Luxo Jr.,1986,7.034,639,3.0915,"Animation, Comedy",en,"A baby lamp finds a ball to play with and it's all fun and games until the ball bursts. Just when the elder Luxo thinks his kid will settle down for a bit, Luxo Jr. finds a ball ten times bigger.",False,13925
Gallipoli,1981,7.034,511,3.5683,"War, History, Drama",en,Two Australian sprinters face the brutal realities of war when they are sent to fight in the Gallipoli campaign in the Ottoman Empire during World War I.,False,11646
Salvador,1986,7.034,388,4.6867,"Drama, Thriller, War",en,"In 1980, an American journalist covering the Salvadoran Civil War becomes entangled with both the leftist guerrilla groups and the right-wing military dictatorship while trying to rescue his girlfriend and her children.",False,6106
Hoosiers,1986,7.034,560,3.5654,"Drama, Family",en,"Failed college coach Norman Dale gets a chance at redemption when he is hired to coach a high school basketball team in a tiny Indiana town. After a teacher persuades star player Jimmy Chitwood to quit and focus on his long-neglected studies, Dale struggles to develop a winning team in the face of community criticism for his temper and his unconventional choice of assistant coach: Shooter, a notorious alcoholic.",False,5693
Le Gendarme de Saint-Tropez,1964,7.0,902,2.0972,Comedy,fr,"The ambitious police officer Cruchot is transferred to St. Tropez. He's struggling with crimes such as persistent nude swimming, but even more with his teenage daughter, who's trying to impress her rich friends by telling them her father was a millionaire and owned a yacht in the harbor.",False,4727
Creed II,2018,7.033,5637,5.0732,"Drama, Action",en,"Between personal obligations and training for his next big fight against an opponent with ties to his family's past, Adonis Creed is up against the challenge of his life.",False,480530
Grease Live,2016,7.0,306,5.4911,"TV Movie, Music",en,"After enjoying a holiday romance, high school students Danny and Sandy are unexpectedly reunited when she transfers to Rydell High, where she must contend with cynical Rizzo and the Pink Ladies.",False,348089
Ip Man 3,2015,7.032,1857,2.0674,"Action, Drama, History",cn,"When a band of brutal gangsters led by a crooked property developer make a play to take over the city, Master Ip is forced to take a stand.",False,365222
X2,2003,7.032,10608,0.2818,"Adventure, Action, Science Fiction",en,"Professor Charles Xavier and his team of genetically gifted superheroes face a rising tide of anti-mutant sentiment led by Col. William Stryker. Storm, Wolverine and Jean Grey must join their usual nemeses—Magneto and Mystique—to unhinge Stryker's scheme to exterminate all mutants.",False,36658
Starstruck,2010,7.0,1217,5.3748,"Romance, Comedy, TV Movie, Music",en,"Pop star Christopher Wilde has fame, fortune and a big-budget Hollywood movie awaiting him. But after meeting Jessica Olson, a down-to-earth girl from the Midwest, he is faced with following his heart or doing what's best for his career.",False,35558
Red Dragon,2002,7.032,4534,0.7838,"Crime, Thriller, Horror",en,"Former FBI Agent Will Graham, who was once almost killed by the savage Hannibal 'The Cannibal' Lecter, now has no choice but to face him again, as it seems Lecter is the only one who can help Graham track down a new serial killer.",False,9533
And Then There Were None,1945,7.032,394,3.6565,"Crime, Drama, Mystery",en,"Ten strangers are summoned to a remote island and while they are waiting for the mysterious host to appear, a recording levels serious accusations at each of the guests. Soon they start being murdered, one by one. As the survivors try to keep their wits, they reach a disturbing conclusion: one of them must be the killer.",False,4886
The Fantastic 4: First Steps,2025,7.027,2555,57.3559,"Science Fiction, Adventure, Action",en,"Against the vibrant backdrop of a 1960s-inspired, retro-futuristic world, Marvel's First Family is forced to balance their roles as heroes with the strength of their family bond, while defending Earth from a ravenous space god called Galactus and his enigmatic Herald, Silver Surfer.",False,617126
Uri: The Surgical Strike,2019,7.031,450,4.0299,"Action, Drama, War",hi,"Following the roguish terrorist attacks at Uri Army Base camp in Kashmir, India takes the fight to the enemy, in its most successful covert operation till date with one and only one objective of avenging their fallen heroes.",False,554600
Mutiny on the Bounty,1962,7.031,335,3.8128,"Adventure, Drama, History",en,"The Bounty leaves Portsmouth in 1787. Its destination: to sail to Tahiti and load bread-fruit. Captain Bligh will do anything to get there as fast as possible, using any means to keep up a strict discipline. When they arrive at Tahiti, it is like a paradise for the crew, something completely different than the living hell aboard the ship. On the way back to England, officer Fletcher Christian becomes the leader of a mutiny.",False,11085
From Dusk Till Dawn,1996,7.031,6254,4.0176,"Horror, Action, Thriller, Crime",en,"After kidnapping a father and his two kids, the Gecko brothers head south to a seedy Mexican bar to hide out in safety, unaware of its notorious vampire clientele.",False,755
The Garfield Movie,2024,7.0,1354,14.0982,"Family, Comedy, Adventure, Animation",en,"Garfield, the world-famous, Monday-hating, lasagna-loving indoor cat, is about to have a wild outdoor adventure! After an unexpected reunion with his long-lost father – scruffy street cat Vic – Garfield and his canine friend Odie are forced from their perfectly pampered life into joining Vic in a hilarious, high-stakes heist.",False,748783
The Darkest Minds,2018,7.03,2892,4.67,"Action, Adventure, Drama",en,"After a disease kills 98% of America's children, the surviving 2% develop superpowers and are placed in internment camps. A 16-year-old girl escapes her camp and joins a group of other teens on the run from the government.",False,445651
Goodbye Christopher Robin,2017,7.03,868,1.5,"Family, History, Drama",en,The behind the scenes story of the life of A.A. Milne and the creation of the Winnie the Pooh stories inspired by his son Christopher Robin.,False,418680
My Neighbors the Yamadas,1999,7.0,579,4.1033,"Animation, Comedy, Family",ja,"The Yamadas are a typical middle class Japanese family in urban Tokyo and this film shows us a variety of episodes of their lives. With tales that range from the humorous to the heartbreaking, we see this family cope with life's little conflicts, problems, and joys in their own way.",False,16198
Atlantis: The Lost Empire,2001,7.0,4997,6.4358,"Animation, Family, Adventure, Science Fiction",en,A young linguist named Milo Thatch joins an intrepid group of explorers to find the mysterious lost continent of Atlantis.,False,10865
An American in Paris,1951,7.03,615,3.7383,"Music, Romance, Comedy",en,"Jerry Mulligan is an exuberant American expatriate in Paris trying to make a reputation as a painter. His friend Adam is a struggling concert pianist who's a long time associate of a famous French singer, Henri Baurel. A lonely society woman, Milo Roberts, takes Jerry under her wing and supports him, but is interested in more than his art.",False,2769
Kung Fu Panda 4,2024,7.0,3287,14.2382,"Animation, Family, Action, Comedy, Adventure, Fantasy",en,"Po is gearing up to become the spiritual leader of his Valley of Peace, but also needs someone to take his place as Dragon Warrior. As such, he will train a new kung fu practitioner for the spot and will encounter a villain called the Chameleon who conjures villains from the past.",False,1011985
The Ministry of Ungentlemanly Warfare,2024,7.03,1686,7.4433,"Action, Comedy, War",en,"During World War II, the British Army assigns a group of competent soldiers to carry out a mission against the Nazi forces behind enemy lines... A true story about a secret British WWII organization — the Special Operations Executive. Founded by Winston Churchill, their irregular warfare against the Germans helped to change the course of the war, and gave birth to modern black operations.",False,799583
F9,2021,7.029,7520,5.2454,"Action, Adventure, Crime",en,Dominic Toretto and his crew battle the most skilled assassin and high-performance driver they've ever encountered: his forsaken brother.,False,385128
Barbie of Swan Lake,2003,7.0,1118,3.0382,"Animation, Family",en,"Barbie as Odette, the young daughter of a baker, follows a unicorn into the Enchanted Forest and is transformed into a swan by an evil wizard intent on defeating the Fairy Queen.",False,15016
Fright Night,1985,7.029,1487,3.0214,"Comedy, Horror",en,"Charley Brewster, a high school student, accidentally discovers the true and creepy nature of Jerry Dandrige, his dashing and enigmatic new neighbor; but no one seems willing to believe him.",False,11797
American Graffiti,1973,7.0,1525,5.1494,"Comedy, Drama",en,A couple of high school graduates spend one final night cruising the strip with their buddies before they go off to college.,False,838
Full Time,2022,7.028,303,2.1855,Drama,fr,Julie finally gets an interview for a job where she can raise her children better only to run into a national transit strike.,False,833417
The Absent One,2014,7.028,670,7.7637,Thriller,da,"Denmark, 2014. A former police officer asks Carl Mørck, head of Department Q, to find out who brutally killed his young twins in 1994. Although a local inhabitant confessed and was convicted of murder, Carl and his partner Assad soon realize that there is something in the case resolution that is terribly wrong.",False,254201
The Postman Always Rings Twice,1946,7.0,357,1.3454,"Drama, Romance, Crime, Thriller",en,"A married woman and a drifter fall in love, then plot to murder her husband.",False,25736
Lee,2024,7.0,543,4.6901,"History, Drama, War",en,"The true story of photographer Elizabeth ""Lee"" Miller, a fashion model who became an acclaimed war correspondent for Vogue magazine during World War II.",False,832964
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,7.027,1420,5.6531,"Comedy, Crime",en,"When Ashtray moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog, who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",False,10607
Before the Fall,2004,7.0,350,4.6042,Drama,de,"In 1942, Friedrich Weimer's boxing skills get him an appointment to a National Political Academy (NaPolA) – high schools that produce Nazi elite. Over his father's objections, Friedrich enrolls. During his year in seventh column, Friedrich encounters hazing, cruelty, death, and the Nazi code. His friendship with Albrecht, the ascetic son of the area's governor, is central to this education.",False,9393
A River Runs Through It,1992,7.0,1155,5.9262,"Drama, Family",en,"The Maclean brothers, Paul and Norman, live a relatively idyllic life in rural Montana, spending much of their time fly fishing. The sons of a minister, the boys eventually part company when Norman moves east to attend college, leaving his rebellious brother to find trouble back home. When Norman finally returns, the siblings resume their fishing outings, and assess where they've been and where they're going.",False,293
Moana 2,2024,7.026,2806,27.4079,"Family, Comedy, Adventure, Animation, Fantasy",en,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",False,1241982
PAW Patrol: The Mighty Movie,2023,7.026,525,9.8801,"Family, Comedy, Adventure, Animation",en,"A magical meteor crash lands in Adventure City and gives the PAW Patrol pups superpowers, transforming them into The Mighty Pups.",False,893723
Ainbo: Spirit of the Amazon,2021,7.0,455,4.3796,"Adventure, Animation, Family, Fantasy",en,"An epic journey of a young hero and her Spirit Guides, 'Dillo' a cute and humorous armadillo and ""Vaca"" a goofy oversized tapir, who embark on a quest to save their home in the spectacular Amazon Rainforest.",False,588921
Black Panther: Wakanda Forever,2022,7.0,7118,9.4833,"Action, Adventure, Science Fiction",en,"Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death.  As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.",False,505642
Reign of the Supermen,2019,7.0,672,4.4493,"Science Fiction, Animation, Action, Adventure, Fantasy",en,"In the wake of The Death of Supermen, the world is still mourning the loss of the Man of Steel following his fatal battle with the monster Doomsday. However, no sooner as his body been laid to rest than do four new bearers of the Superman shield come forward to take on the mantle. The Last Son of Krypton, Superboy, Steel, and the Cyborg Superman all attempt to fill the vacuum left by the world's greatest champion. Meanwhile, Superman's death has also signaled to the universe that Earth is vulnerable. Can these new Supermen and the rest of the heroes prove them wrong?",False,487672
Knick Knack,1989,7.026,589,5.1586,"Animation, Family, Comedy",en,"Life on a shelf as a snowman trapped in a snow-globe blizzard can become wearing, especially when you're surrounded by knickknacks from sunnier locales. When the jaded snowman finally breaks free of his glass house, his vacation plans are cut short.",False,13928
Dreamer: Inspired By a True Story,2005,7.026,418,3.1767,"Drama, Family",en,Ben Crane believes that a severely injured racehorse deserves another chance. He and his daughter Cale adopt the mare and save it from being sacrificed by the owner.,False,12920
Eight Below,2006,7.026,1772,2.21,"Adventure, Drama, Family",en,"In the Antarctic, after an expedition with Dr. Davis McClaren, the sled dog trainer Jerry Shepherd has to leave the polar base with his colleagues due to the proximity of a heavy snow storm. He ties his dogs to be rescued after, but the mission is called-off and the dogs are left alone at their own fortune. For six months, Jerry tries to find a sponsor for a rescue mission.",False,9036
The Three Burials of Melquiades Estrada,2005,7.0,621,2.0083,"Adventure, Crime, Drama, Mystery, Western",en,"When brash Texas border officer Mike Norton wrongfully kills and buries the friend and ranch hand of Pete Perkins, the latter is reminded of a promise he made to bury his friend, Melquiades Estrada, in his Mexican home town. He kidnaps Norton and exhumes Estrada's corpse, and the odd caravan sets out on horseback for Mexico.",False,8053
Bones and All,2022,7.025,1524,5.3581,"Horror, Romance, Drama",en,"Abandoned by her father, a young woman embarks on a thousand-mile odyssey through the backroads of America where she meets a disenfranchised drifter. But despite their best efforts, all roads lead back to their terrifying pasts and to a final stand that will determine whether their love can survive their otherness.",False,791177
The Creator,2023,7.025,3579,7.0107,"Science Fiction, Action, Adventure",en,"Amid a future war between the human race and the forces of artificial intelligence, a hardened ex-special forces agent grieving the disappearance of his wife, is recruited to hunt down and kill the Creator, the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war—and mankind itself.",False,670292
The House,2022,7.019,1099,2.5274,"Animation, Drama, Comedy, Horror, Fantasy",en,"Across different eras, a poor family, an anxious developer and a fed-up landlady become tied to the same mysterious house in this animated dark comedy.",False,926899
The Color Purple,2023,7.024,339,4.9003,Drama,en,"A decades-spanning tale of love and resilience and of one woman's journey to independence. Celie faces many hardships in her life, but ultimately finds extraordinary strength and hope in the unbreakable bonds of sisterhood.",False,558915
Oliver!,1968,7.0,457,7.8752,"Drama, Family",en,"Musical adaptation of Charles Dickens' Oliver Twist, a classic tale of an orphan who runs away from the workhouse and joins up with a group of boys headed by the Artful Dodger and trained to be pickpockets by master thief Fagin.",False,17917
Bedknobs and Broomsticks,1971,7.0,1002,4.091,"Adventure, Fantasy, Comedy, Family, Music, Animation",en,Three children evacuated from London during World War II are forced to stay with an eccentric spinster. The children's initial fears disappear when they find out she is in fact a trainee witch.,False,12335
Me and You and Everyone We Know,2005,7.0,358,1.2217,"Comedy, Drama",en,"Single dad Richard meets Christine, a starving artist who moonlights as a cabbie. They awkwardly attempt to start a romance, but Richard’s divorce has left him emotionally damaged. Meanwhile, Richard’s sons—one a teenager, the other 6-years-old—take part in clumsy experiments with the opposite sex.",False,1382
One Night in Miami...,2020,7.023,672,2.0279,Drama,en,"In the aftermath of Cassius Clay's defeat of Sonny Liston in 1964, the boxer meets with Malcolm X, Sam Cooke and Jim Brown to change the course of history in the segregated South.",False,661914
Triangle of Sadness,2022,7.023,2644,5.5096,"Comedy, Drama",en,"A celebrity model couple are invited on a luxury cruise for the uber-rich, helmed by an unhinged, alcoholic captain. What first appears Instagrammable ends catastrophically, leaving the survivors stranded on a desert island in a struggle of hierarchy.",False,497828
Point Blank,1967,7.023,412,5.3431,"Crime, Thriller, Drama",en,"After being double-crossed and left for dead, a mysterious man named Walker single-mindedly tries to retrieve the rather inconsequential sum of money that was stolen from him.",False,26039
